,Date,VehicleId,Mileage,Fuel(in litres),Duration(in milliseconds),Total Distance
617,2020-01-16,12DF03C6:19978048393314304687,4.52618987536577,123.46764395403,63650000.0,558.838
618,2020-01-17,12DF03C6:19978048393314304687,4.46195121289898,94.8378814131108,57111000.0,423.162
619,2020-01-18,12DF03C6:19978048393314304687,4.61574335704819,92.5549726129496,51242000.0,427.21
620,2020-01-19,12DF03C6:19978048393314304687,1.21752244840431,0.376173762217078,403000.0,0.458
621,2020-01-20,12DF03C6:19978048393314304687,,,,
622,2020-01-21,12DF03C6:19978048393314304687,2.89729244063103,2.79674909110491,2955000.0,8.103
623,2020-01-22,12DF03C6:19978048393314304687,4.54968052105913,93.3186402945856,54188000.0,424.57
624,2020-01-23,12DF03C6:19978048393314304687,4.87058840384105,79.7221953088425,47407000.0,388.294
625,2020-01-24,12DF03C6:19978048393314304687,4.36740324850898,5.85702728703444,5002000.0,25.58
626,2020-01-25,12DF03C6:19978048393314304687,1.45232180084159,1.82810724073788,3522000.0,2.655
627,2020-01-26,12DF03C6:19978048393314304687,1.0918573456249,0.188669335628363,341000.0,0.206
628,2020-01-27,12DF03C6:19978048393314304687,0.930718917806595,0.406137656351527,585000.0,0.378
629,2020-01-28,12DF03C6:19978048393314304687,4.53303901474044,123.692074605297,68219000.0,560.700999999999
630,2020-01-29,12DF03C6:19978048393314304687,4.19835895404311,68.7225659259427,38494000.0,288.522
631,2020-01-30,12DF03C6:19978048393314304687,4.09533398444163,68.6491018969559,34843000.0,281.141
632,2020-01-31,12DF03C6:19978048393314304687,4.30415122418546,98.9458729068227,53346000.0,425.878
